"ID","Predict"
"129","Freedom from Equifax Exploitation Act - Amends the Fair Credit Reporting Act to require the consumer reporting agency from releasing the consumer report for a purpose relating to the extension of credit without the express authorization of the consumer; (2) the credit freeze shall not apply to the use of "
"130","Medicare Pharmacist Services Coverage Act of 2001 - Amends title XVIII (Medicare) of the Social Security Act to require Pharmacy Pharmacy Pharmacy Pharmacy Pharmacy Pharmacy Pharmacy Insurance Insurance) of the Social Security Act to require Pharmacy Pharmacy Pharmacy Pharmacy Pharmacy Pharmacy Insurance Insurance Insurance) of the Social Security Act"
"131","Gun Show Background Check Act of 2008 - Amends Federal firearms transfers of firearms transfers of gun Shows."
"132","Religious Barriers to Veterans' Benefits Act - Amends Federal criminal code to prohibit veterans from any military occupational specialty or equivalent. if any. that the Secretary determines in regulations prescribed under this Act. Requires the Secretary of Veterans Affairs to: (1) establish a presumption"
"133","Amends the Internal Revenue Code to allow the credit for alcohol used to produce any ether. Amends the Internal Revenue Code to allow the credit for alcohol used to produce any ether. Requires the distillery where any liquid on which no tax shall be applied by such credit for alcohol used"
"134","Corporate Cleanup Taxpayer Protection Act - Amends the Surface Mining Control and Reclamation Act of 1977 to authorize the Secretary of Energy to approve as part of a State or Federal program an alternative system that shall: (1) achieve the objectives and purposes of the bonding program. Requires"
"135","Civil Rights Act of 1964 Commemorative Coin Act - Directs the Secretary of the Treasury to mint and issue not more than 350.000 $1 coins. Requires the Secretary of the Treasury to mint and issue not more than 350.000 $1 coins. Requires the Secretary of the Treasury to mint"
"136","Pension Plan Participant Protection Act of 1998 - Amends the Employee Retirement Income Security Act of 1974 to require the corporation to: (1) provide the corporation to establish the same requirements of reporting and disclosure of the corporation to: (1) the corporation is subject to the same fiduciary duties in connection with a"
"137","Promoing Students Using the Camp Community for ENrichment. Strength. and Success Act or the Protecting SUCCESS Act - Directs the Secretary of Education to award grants to eligible entities to carry out a summertime learning pilot program. Requires the Secretary to award grants to eligible"
"138","United Nations Oil-for-Food Accountability Act of 2004 - Directs the President submits to Congress a certification that satisfies the requirements as follows: (1) the funds appropriated for contributions to international organizations in an Act making appropriations for FY 2005. Requires the President"
"139","BreastF Recipients' Lifeline Act - Amends title IV (Old Age Age) of the Social Security Act to authorize the Secretary of Health and Human Services (SSA) to authorize the Secretary of Health and Human Services (SSA) to authorize the Secretary of Health and Human Services ("
"140","NSA Internal Watchdog Act - Amends the Inspector General of the National Security Agency (NSA) to: (1) serve as the chief legal officer of the Office of the Inspector General of the National Security Agency (NSA) to: (1) serve as the chief legal officer of the Office of the Inspector General of the"
"141","Medicare Ambulance Access.fraud Prevention. and Reform Act of 2014 - Amends title XVIII (Medicare) of the Social Security Act to require the Secretary of Health and Human Services to establish and implement a process under which the transportation originates in a qualified rural area."
"142","Displaced Older Worker Assistance Act of 2001 - Amends the Internal Revenue Code to allow the tax credit for the qualified job training expenses which are paid or incurred during the taxable year. Requires the amount of qualified job training expenses which are paid or incurred during the "
"143","Directs the Secretary of Homeland Security to determine the Overstay rate for the portion of the period of temporary designation that Has elapsed when the determination are made. Requires the Secretary to determine whether Poland permanently permanently member of the visa waiver program. Requires the Secretary to establish a"
